"index","var","name","volume","date"
0.647465437788018,1.48478988965876,"Sanders",1086,"06-25-2019"
1.42203985932005,1.3994188513157,"Warren",1057,"06-25-2019"
0.229038854805726,1.78372806852063,"Buttigieg",653,"06-25-2019"
-0.551724137931034,1.58741776727162,"Booker",586,"06-25-2019"
1.85915492957746,1.35632309815442,"Harris",369,"06-25-2019"
-0.720930232558139,1.53894114033364,"Castro",135,"06-25-2019"
-1.52380952380952,1.34308604152883,"Inslee",128,"06-25-2019"
-1.0625,1.59101030998891,"Hickenlooper",95,"06-25-2019"
1.09230769230769,1.43598500538347,"yang",116,"06-25-2019"
2.39130434782609,1.39496770668046,"Klobuchar",73,"06-04-2019"
6.32407407407407,1.47663760609004,"O'Rourke",148,"06-04-2019"
1.99552572706935,1.57046020149484,"Biden",571,"06-04-2019"
7.29213483146067,1.36561048053633,"Gillibrand",127,"06-04-2019"
3.31967213114754,1.38223766250336,"Sanders",438,"06-04-2019"
3.93846153846154,1.45016573263245,"Warren",337,"06-04-2019"
3.1304347826087,1.54129711767168,"Buttigieg",374,"06-04-2019"
4.86896551724138,1.38333933329002,"Booker",205,"06-04-2019"
3.83950617283951,1.4120869579543,"Harris",315,"06-04-2019"
15.9736842105263,1.40714512787496,"Castro",53,"06-04-2019"
12.06,1.32905698610713,"Inslee",61,"06-04-2019"
15.3571428571429,1.43239035119568,"Hickenlooper",65,"06-04-2019"
11.6551724137931,1.40684061440525,"yang",81,"06-04-2019"
0.266666666666667,1.71521737187058,"Klobuchar",192,"04-09-2019"
1.25,1.57334714978659,"O'Rourke",375,"04-09-2019"
1.96205962059621,1.39544426960428,"Biden",508,"04-09-2019"
0.215189873417722,1.42037618746087,"Gillibrand",126,"04-09-2019"
1.33429672447013,1.49712393266432,"Sanders",1459,"04-09-2019"
1.47593582887701,1.50785238426067,"Warren",521,"04-09-2019"
2.11932555123217,1.42791982708009,"Buttigieg",1106,"04-09-2019"
2.12213740458015,1.497953435684,"Booker",393,"04-09-2019"
1.25652173913043,1.34926550281354,"Harris",351,"04-09-2019"
-0.368421052631579,1.6715517129406,"Castro",181,"04-09-2019"
6.20689655172414,1.52624227130184,"Inslee",56,"04-09-2019"
0.43801652892562,1.60898666538085,"Hickenlooper",158,"04-09-2019"
0.152941176470588,1.43909462599522,"yang",114,"04-09-2019"
0.266666666666667,1.71521737187058,"Klobuchar",192,"04-16-2019"
1.25,1.57334714978659,"O'Rourke",375,"04-16-2019"
1.96205962059621,1.39544426960428,"Biden",508,"04-16-2019"
0.215189873417722,1.42037618746087,"Gillibrand",126,"04-16-2019"
1.33429672447013,1.49712393266432,"Sanders",1459,"04-16-2019"
1.47593582887701,1.50785238426067,"Warren",521,"04-16-2019"
2.11932555123217,1.42791982708009,"Buttigieg",1106,"04-16-2019"
2.12213740458015,1.497953435684,"Booker",393,"04-16-2019"
1.25652173913043,1.34926550281354,"Harris",351,"04-16-2019"
-0.368421052631579,1.6715517129406,"Castro",181,"04-16-2019"
6.20689655172414,1.52624227130184,"Inslee",56,"04-16-2019"
0.43801652892562,1.60898666538085,"Hickenlooper",158,"04-16-2019"
0.152941176470588,1.43909462599522,"yang",114,"04-16-2019"
0.266666666666667,1.71521737187058,"Klobuchar",192,"04-23-2019"
1.25,1.57334714978659,"O'Rourke",375,"04-23-2019"
1.96205962059621,1.39544426960428,"Biden",508,"04-23-2019"
0.215189873417722,1.42037618746087,"Gillibrand",126,"04-23-2019"
1.33429672447013,1.49712393266432,"Sanders",1459,"04-23-2019"
1.47593582887701,1.50785238426067,"Warren",521,"04-23-2019"
2.11932555123217,1.42791982708009,"Buttigieg",1106,"04-23-2019"
2.12213740458015,1.497953435684,"Booker",393,"04-23-2019"
1.25652173913043,1.34926550281354,"Harris",351,"04-23-2019"
-0.368421052631579,1.6715517129406,"Castro",181,"04-23-2019"
6.20689655172414,1.52624227130184,"Inslee",56,"04-23-2019"
0.43801652892562,1.60898666538085,"Hickenlooper",158,"04-23-2019"
0.152941176470588,1.43909462599522,"yang",114,"04-23-2019"
1.45833333333333,1.38242256180142,"Klobuchar",174,"04-30-2019"
1.36269430051813,1.52540676636799,"O'Rourke",269,"04-30-2019"
1.57057057057057,1.39312553211168,"Biden",481,"04-30-2019"
-0.246575342465753,1.46235290078009,"Gillibrand",104,"04-30-2019"
1.1792656587473,1.41907348742751,"Sanders",1217,"04-30-2019"
0.682395644283122,1.33015443038642,"Warren",706,"04-30-2019"
1.77653631284916,1.47762626691689,"Buttigieg",745,"04-30-2019"
0.707547169811321,1.64479219166532,"Booker",171,"04-30-2019"
1.04436860068259,1.43050775289626,"Harris",432,"04-30-2019"
1.13235294117647,1.51763220620788,"Castro",179,"04-30-2019"
0.341463414634146,1.09038626246913,"Inslee",62,"04-30-2019"
0.920634920634921,1.38486260631288,"Hickenlooper",91,"04-30-2019"
2.21238938053097,1.45417299939425,"yang",178,"04-30-2019"
1.15602836879433,1.48493124883132,"Klobuchar",189,"05-07-2019"
1.56744186046512,1.42335988121104,"O'Rourke",277,"05-07-2019"
1.32659932659933,1.58758102389485,"Biden",1485,"05-07-2019"
1.03076923076923,1.25661973181971,"Gillibrand",85,"05-07-2019"
1.62032085561497,1.35528978947455,"Sanders",444,"05-07-2019"
0.684931506849315,1.37771288677083,"Warren",268,"05-07-2019"
0.976744186046512,1.65610153232859,"Buttigieg",385,"05-07-2019"
-0.150326797385621,1.26357648745778,"Booker",193,"05-07-2019"
0.871641791044776,1.38480989504183,"Harris",442,"05-07-2019"
1.08108108108108,1.3464001698046,"Castro",101,"05-07-2019"
1.30909090909091,1.38789201540813,"Inslee",137,"05-07-2019"
2.0625,1.38722796607004,"Hickenlooper",99,"05-07-2019"
-0.326530612244898,1.77254460804838,"yang",72,"05-07-2019"
1.875,1.49706645394502,"Klobuchar",205,"05-14-2019"
1.02127659574468,1.44206147929464,"O'Rourke",194,"05-14-2019"
1.19393939393939,1.54051948569303,"Biden",847,"05-14-2019"
1.9,1.39362596544148,"Gillibrand",49,"05-14-2019"
1.86454183266932,1.39435160563602,"Sanders",291,"05-14-2019"
1.202416918429,1.47243480495829,"Warren",410,"05-14-2019"
1.45414847161572,1.54150018243603,"Buttigieg",331,"05-14-2019"
0.982558139534884,1.4054588376977,"Booker",215,"05-14-2019"
1.67910447761194,1.42112004516281,"Harris",343,"05-14-2019"
1.87272727272727,1.43626876155193,"Castro",78,"05-14-2019"
0.842105263157895,1.30092462271003,"Inslee",58,"05-14-2019"
2.73170731707317,1.27251713742922,"Hickenlooper",56,"05-14-2019"
2.12631578947368,1.62544042861425,"yang",119,"05-14-2019"
1.11904761904762,1.4370261386311,"Klobuchar",143,"05-21-2019"
0.991666666666667,1.29166694398465,"O'Rourke",172,"05-21-2019"
1.18431911966988,1.51325157875319,"Biden",941,"05-21-2019"
-1.61538461538462,1.41218033837495,"Gillibrand",148,"05-21-2019"
1.1151832460733,1.40446262906769,"Sanders",483,"05-21-2019"
-0.304075235109718,1.47916703798239,"Warren",393,"05-21-2019"
1.05429864253394,1.42398116024245,"Buttigieg",301,"05-21-2019"
-0.0149253731343284,1.4373789805481,"Booker",165,"05-21-2019"
0.40343347639485,1.36776356735626,"Harris",300,"05-21-2019"
-2.72093023255814,1.24790371845388,"Castro",58,"05-21-2019"
-0.990825688073395,1.5779273925637,"Inslee",145,"05-21-2019"
1,1.29082990731897,"Hickenlooper",53,"05-21-2019"
-2.5,1.44753319509464,"yang",81,"05-21-2019"
20.195652173913,1.5076870004021,"Klobuchar",68,"05-28-2019"
0.989130434782609,1.47669077888966,"O'Rourke",120,"05-28-2019"
0.955497382198953,1.44979140639928,"Biden",513,"05-28-2019"
0.527272727272727,1.32156716482889,"Gillibrand",69,"05-28-2019"
0.307339449541284,1.45479308008232,"Sanders",280,"05-28-2019"
0.603896103896104,1.58710843547675,"Warren",212,"05-28-2019"
5.2,1.63281999900416,"Buttigieg",301,"05-28-2019"
-0.767123287671233,1.64366567484384,"Booker",93,"05-28-2019"
0.930769230769231,1.48192297584176,"Harris",157,"05-28-2019"
-1.9811320754717,1.59366399895201,"Castro",77,"05-28-2019"
0.159420289855072,1.42511981200501,"Inslee",107,"05-28-2019"
-3.6,1.63600735381244,"Hickenlooper",48,"05-28-2019"
-1.04761904761905,1.38412669428511,"yang",106,"05-28-2019"
2.53571428571429,1.35824387674,"Klobuchar",521,"07-02-2019"
1.02028081123245,1.58507163239536,"O'Rourke",836,"07-02-2019"
0.860531697341513,1.53571362963663,"Biden",3373,"07-02-2019"
1.9,1.38153837855399,"Gillibrand",357,"07-02-2019"
1.30907830907831,1.47939786681233,"Sanders",1861,"07-02-2019"
1.93443708609272,1.4773541804317,"Warren",1896,"07-02-2019"
1.05959302325581,1.65159705596083,"Buttigieg",990,"07-02-2019"
1.14241001564945,1.60406634230865,"Booker",872,"07-02-2019"
1.06067961165049,1.52041863039238,"Harris",2287,"07-02-2019"
0.326732673267327,1.71891719250899,"Castro",819,"07-02-2019"
0.807692307692308,1.51344917256905,"Inslee",359,"07-02-2019"
1.17529880478088,1.64690137379305,"Hickenlooper",391,"07-02-2019"
1.14285714285714,1.62909337982399,"yang",310,"07-02-2019"
-1.27118644067797,1.5871361491575,"Klobuchar",84,"08-20-2019"
-1.92307692307692,1.59218213153482,"O'Rourke",320,"08-20-2019"
1.20364238410596,1.53198996375874,"Biden",787,"08-20-2019"
-1.89887640449438,1.33145915654555,"Gillibrand",118,"08-20-2019"
0.816287878787879,1.43550439841126,"Sanders",642,"08-20-2019"
0.509379509379509,1.44668562251198,"Warren",846,"08-20-2019"
0.494915254237288,1.49945497548043,"Buttigieg",398,"08-20-2019"
0.567415730337079,1.60626083190865,"Booker",226,"08-20-2019"
0.502024291497976,1.62408971072285,"Harris",317,"08-20-2019"
-1.37226277372263,1.48581715235412,"Castro",199,"08-20-2019"
0.763157894736842,1.46642746414512,"Inslee",47,"08-20-2019"
0.0240384615384615,1.50329899504726,"Hickenlooper",335,"08-20-2019"
0.0833333333333333,1.53379371714515,"yang",113,"08-20-2019"
-0.661764705882353,1.7880899792527,"Klobuchar",97,"07-23-2019"
0.565217391304348,1.37311247495324,"O'Rourke",146,"07-23-2019"
1.15738758029979,1.55764996334187,"Biden",1197,"07-23-2019"
1.35119047619048,1.40347685183573,"Gillibrand",202,"07-23-2019"
0.853603603603604,1.3204733474148,"Sanders",593,"07-23-2019"
0.380184331797235,1.45764314868885,"Warren",573,"07-23-2019"
1.54088050314465,1.3904312126833,"Buttigieg",237,"07-23-2019"
1.12871287128713,1.30637303326175,"Booker",126,"07-23-2019"
1.61020036429873,1.7269935349269,"Harris",699,"07-23-2019"
-4.41269841269841,1.72583726682742,"Castro",76,"07-23-2019"
0.354838709677419,1.34435109799259,"Inslee",44,"07-23-2019"
-4.40384615384615,1.56621194429618,"Hickenlooper",68,"07-23-2019"
6.2962962962963,1.25744933982375,"yang",95,"07-23-2019"
-1.04109589041096,1.52569221063683,"Klobuchar",103,"07-30-2019"
0.0545454545454545,1.40075949160674,"O'Rourke",154,"07-30-2019"
0.23838630806846,1.41023795796953,"Biden",1027,"07-30-2019"
-2.83050847457627,1.56335016542291,"Gillibrand",144,"07-30-2019"
1.07317073170732,1.50219752847212,"Sanders",831,"07-30-2019"
0.678627145085803,1.4413887831488,"Warren",820,"07-30-2019"
0.530232558139535,1.54291273870281,"Buttigieg",313,"07-30-2019"
-1.24714828897338,1.46872800779136,"Booker",341,"07-30-2019"
0.744744744744745,1.37047493192865,"Harris",815,"07-30-2019"
-0.294117647058824,1.50165819312249,"Castro",131,"07-30-2019"
-4.70588235294118,1.43882016836304,"Inslee",83,"07-30-2019"
0.390804597701149,1.57132807013046,"Hickenlooper",145,"07-30-2019"
-1.54545454545455,1.26359560057999,"yang",87,"07-30-2019"
0.0501792114695341,1.60779045163032,"Klobuchar",368,"08-06-2019"
-1.95394736842105,1.54134190741831,"O'Rourke",767,"08-06-2019"
0.040528233151184,1.48592004037112,"Biden",2890,"08-06-2019"
-1.33333333333333,1.54311468283823,"Gillibrand",295,"08-06-2019"
0.635598705501618,1.51415930221988,"Sanders",1950,"08-06-2019"
0.845872899926954,1.44064791517837,"Warren",1724,"08-06-2019"
-0.356617647058824,1.46497418013358,"Buttigieg",750,"08-06-2019"
-0.749668874172185,1.55945995003236,"Booker",988,"08-06-2019"
0.104770017035775,1.33812018692899,"Harris",1588,"08-06-2019"
-0.884328358208955,1.56470536573218,"Castro",407,"08-06-2019"
-1.84459459459459,1.72116883399781,"Inslee",240,"08-06-2019"
-0.875555555555556,1.5387132665352,"Hickenlooper",341,"08-06-2019"
-0.33112582781457,1.45673371622377,"yang",250,"08-06-2019"
